Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,Global_Sales_Log
Wii,2009,Misc,MTV Games,0.21,0.0,0.0,0.02,0.22,7.1,0.1988508587451652
DS,2008,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22,7.6,0.1988508587451652
Wii,2008,Sports,Activision,0.2,0.0,0.0,0.02,0.22,7.4,0.1988508587451652
GBA,2004,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,9.0,0.1988508587451652
Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,7.8,0.1988508587451652
PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,7.6,0.1988508587451652
DS,2008,Role-Playing,Rising Star Games,0.2,0.0,0.0,0.02,0.22,7.7,0.1988508587451652
PS,1999,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22,7.4,0.1988508587451652
3DS,2011,Platform,Sega,0.14,0.07,0.0,0.02,0.22,7.3,0.1988508587451652
GBA,2004,Misc,Unknown,0.16,0.06,0.0,0.0,0.22,7.1,0.1988508587451652
DS,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22,7.0,0.1988508587451652
PS3,2012,Role-Playing,Deep Silver,0.04,0.13,0.01,0.04,0.22,5.2,0.1988508587451652
DS,2006,Strategy,THQ,0.18,0.02,0.0,0.02,0.22,7.9,0.1988508587451652
GBA,2004,Misc,Atari,0.16,0.06,0.0,0.0,0.22,7.1,0.1988508587451652
PSV,2013,Role-Playing,Marvelous Entertainment,0.1,0.0,0.1,0.02,0.22,7.8,0.1988508587451652
PS3,2010,Racing,Capcom,0.05,0.13,0.0,0.04,0.22,5.4,0.1988508587451652
GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,8.5,0.1988508587451652
DS,2007,Strategy,Sega,0.2,0.0,0.0,0.02,0.22,8.0,0.1988508587451652
XB,2004,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,8.8,0.1988508587451652
Wii,2008,Adventure,Activision,0.19,0.02,0.0,0.02,0.22,6.3,0.1988508587451652
GC,2002,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,5.6,0.1988508587451652
N64,1996,Sports,Imagineer,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
N64,2000,Action,Capcom,0.14,0.03,0.05,0.0,0.22,7.4,0.1988508587451652
N64,1999,Action,GT Interactive,0.18,0.04,0.0,0.0,0.22,7.4,0.1988508587451652
N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0.0,0.0,0.22,7.5,0.1988508587451652
N64,2000,Fighting,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22,7.6,0.1988508587451652
PC,2015,Simulation,Electronic Arts,0.05,0.15,0.0,0.02,0.22,7.3,0.1988508587451652
Wii,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.8,0.1988508587451652
GC,2004,Action,Capcom,0.17,0.04,0.0,0.01,0.22,8.3,0.1988508587451652
Wii,2008,Puzzle,Capcom,0.18,0.02,0.0,0.02,0.22,7.5,0.1988508587451652
PS2,2002,Misc,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,7.1,0.1988508587451652
PC,2007,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.0,0.03,0.22,8.5,0.1988508587451652
PS3,2011,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.22,7.8,0.1988508587451652
Wii,2010,Action,THQ,0.13,0.07,0.0,0.02,0.22,7.4,0.1988508587451652
DS,2008,Adventure,Atari,0.04,0.0,0.17,0.0,0.22,7.6,0.1988508587451652
PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,7.4,0.1988508587451652
DS,2007,Action,Nintendo,0.08,0.0,0.13,0.01,0.22,7.4,0.1988508587451652
DS,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,5.6,0.1988508587451652
Wii,2010,Strategy,THQ,0.1,0.1,0.0,0.02,0.22,7.8,0.1988508587451652
XB,2002,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,4.3,0.1988508587451652
PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,7.0,0.1988508587451652
DS,2008,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22,5.8,0.1988508587451652
PS,1998,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22,7.4,0.1988508587451652
Wii,2009,Racing,Zoo Digital Publishing,0.2,0.0,0.0,0.01,0.22,7.4,0.1988508587451652
XB,2004,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,7.0,0.1988508587451652
DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0.0,0.02,0.22,7.1,0.1988508587451652
PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,7.8,0.1988508587451652
Wii,2011,Misc,Konami Digital Entertainment,0.14,0.06,0.0,0.02,0.22,7.1,0.1988508587451652
PS2,2004,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,7.0,0.1988508587451652
GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,5.6,0.1988508587451652
PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0.0,0.03,0.22,7.5,0.1988508587451652
DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,9.0,0.1988508587451652
PS3,2009,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,7.9,0.1988508587451652
PSP,2007,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,5.6,0.1988508587451652
XOne,2016,Action,Bethesda Softworks,0.12,0.08,0.0,0.02,0.22,6.8,0.1988508587451652
PSV,2011,Action,Ubisoft,0.13,0.06,0.0,0.03,0.22,4.8,0.1988508587451652
DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.1,0.1988508587451652
GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,8.5,0.1988508587451652
Wii,2008,Action,Ubisoft,0.2,0.01,0.0,0.02,0.22,7.4,0.1988508587451652
PS2,2009,Misc,Activision,0.11,0.01,0.0,0.1,0.22,8.3,0.1988508587451652
Wii,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,5.9,0.1988508587451652
PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,7.8,0.1988508587451652
X360,2008,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,5.6,0.1988508587451652
GB,1997,Puzzle,Nintendo,0.0,0.0,0.22,0.0,0.22,7.5,0.1988508587451652
PSP,2009,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,8.0,0.1988508587451652
DS,2011,Action,THQ,0.15,0.05,0.0,0.02,0.22,7.4,0.1988508587451652
XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,6.7,0.1988508587451652
PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,8.2,0.1988508587451652
Wii,2010,Misc,D3Publisher,0.2,0.0,0.0,0.01,0.22,7.1,0.1988508587451652
PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,7.9,0.1988508587451652
X360,2009,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,8.3,0.1988508587451652
DS,2009,Simulation,Ubisoft,0.14,0.01,0.0,0.06,0.22,7.5,0.1988508587451652
PS2,2003,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,6.8,0.1988508587451652
GBA,2002,Action,Nintendo,0.16,0.06,0.0,0.0,0.22,7.4,0.1988508587451652
XOne,2014,Action,Activision,0.12,0.08,0.0,0.02,0.22,7.4,0.1988508587451652
3DS,2014,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,6.8,0.1988508587451652
PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,5.4,0.1988508587451652
DS,2008,Misc,AQ Interactive,0.19,0.01,0.0,0.02,0.22,8.2,0.1988508587451652
GBA,2003,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,7.1,0.1988508587451652
DS,2007,Adventure,Tecmo Koei,0.0,0.0,0.22,0.0,0.22,7.6,0.1988508587451652
X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.01,0.22,6.6,0.1988508587451652
PS2,2002,Racing,Activision,0.11,0.08,0.0,0.03,0.22,7.4,0.1988508587451652
Wii,2009,Action,THQ,0.08,0.12,0.0,0.02,0.22,8.8,0.1988508587451652
X360,2014,Fighting,Namco Bandai Games,0.14,0.06,0.0,0.02,0.22,7.3,0.1988508587451652
Wii,2010,Adventure,Ubisoft,0.12,0.08,0.0,0.02,0.22,7.6,0.1988508587451652
PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
PC,2011,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,6.8,0.1988508587451652
GC,2002,Sports,Sega,0.17,0.04,0.0,0.01,0.22,8.3,0.1988508587451652
PS,2001,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22,7.4,0.1988508587451652
DS,2009,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,7.5,0.1988508587451652
DS,2005,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,7.7,0.1988508587451652
GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,7.7,0.1988508587451652
PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
PS,1999,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22,7.4,0.1988508587451652
PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22,7.4,0.1988508587451652
X360,2011,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,6.0,0.1988508587451652
GC,2004,Action,THQ,0.17,0.04,0.0,0.01,0.22,7.4,0.1988508587451652
SAT,1995,Sports,Sega,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
DS,2006,Misc,Konami Digital Entertainment,0.18,0.02,0.0,0.02,0.22,7.1,0.1988508587451652
Wii,2008,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,7.4,0.1988508587451652
GBA,2003,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,4.8,0.1988508587451652
GBA,2002,Misc,THQ,0.15,0.06,0.0,0.0,0.22,7.4,0.1988508587451652
GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22,7.8,0.1988508587451652
X360,2006,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,7.8,0.1988508587451652
SNES,1993,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,5.0,0.1988508587451652
DS,2008,Misc,THQ,0.2,0.0,0.0,0.02,0.22,7.1,0.1988508587451652
PS3,2008,Adventure,Unknown,0.12,0.0,0.08,0.01,0.22,6.2,0.1988508587451652
X360,2014,Racing,Ubisoft,0.06,0.14,0.0,0.02,0.22,6.4,0.1988508587451652
Wii,2009,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,7.4,0.1988508587451652
DS,2007,Puzzle,Avanquest,0.03,0.17,0.0,0.01,0.22,7.5,0.1988508587451652
PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.22,7.8,0.1988508587451652
DS,2010,Action,THQ,0.17,0.03,0.0,0.02,0.22,7.4,0.1988508587451652
X360,2006,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.21,6.0,0.1906203596086497
PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,7.4,0.1906203596086497
PS2,2001,Sports,THQ,0.11,0.08,0.0,0.03,0.21,7.4,0.1906203596086497
PS4,2013,Strategy,Activision,0.1,0.08,0.0,0.04,0.21,2.0,0.1906203596086497
PSP,2010,Sports,Sony Computer Entertainment,0.07,0.0,0.13,0.01,0.21,8.0,0.1906203596086497
PS,2001,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,7.4,0.1906203596086497
Wii,2009,Simulation,Electronic Arts,0.17,0.02,0.0,0.02,0.21,7.5,0.1906203596086497
DS,2010,Action,LucasArts,0.17,0.03,0.0,0.02,0.21,4.0,0.1906203596086497
PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,6.8,0.1906203596086497
PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,7.7,0.1906203596086497
3DS,2011,Action,Activision,0.16,0.04,0.0,0.02,0.21,7.4,0.1906203596086497
GC,2005,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,7.1,0.1906203596086497
PS2,2004,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,8.0,0.1906203596086497
PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,6.9,0.1906203596086497
PS2,2009,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,8.4,0.1906203596086497
SAT,1997,Sports,Sega,0.0,0.0,0.21,0.0,0.21,7.4,0.1906203596086497
DS,2009,Puzzle,Nintendo,0.0,0.19,0.0,0.02,0.21,7.5,0.1906203596086497
X360,2011,Sports,Activision,0.18,0.01,0.0,0.02,0.21,7.4,0.1906203596086497
Wii,2008,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.21,7.5,0.1906203596086497
SAT,1997,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,7.8,0.1906203596086497
DS,2007,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,7.4,0.1906203596086497
PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,8.0,0.1906203596086497
SAT,1997,Adventure,Imagineer,0.0,0.0,0.21,0.0,0.21,7.6,0.1906203596086497
X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,7.2,0.1906203596086497
Wii,2008,Sports,Atari,0.2,0.0,0.0,0.02,0.21,7.4,0.1906203596086497
X360,2006,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,8.2,0.1906203596086497
PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03,0.21,7.4,0.1906203596086497
GC,2006,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,7.6,0.1906203596086497
X360,2007,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,7.4,0.1906203596086497
PS,1999,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,7.4,0.1906203596086497
Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.21,5.6,0.1906203596086497
3DS,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,7.5,0.1906203596086497
PS2,2000,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,7.4,0.1906203596086497
PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,8.6,0.1906203596086497
X360,2011,Misc,Unknown,0.11,0.09,0.0,0.02,0.21,7.1,0.1906203596086497
PC,2016,Shooter,Bethesda Softworks,0.07,0.13,0.0,0.02,0.21,7.4,0.1906203596086497
PS2,2006,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21,7.1,0.1906203596086497
GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,6.5,0.1906203596086497
PS4,2014,Action,Activision,0.07,0.1,0.01,0.03,0.21,7.4,0.1906203596086497
PS2,2007,Fighting,Unknown,0.1,0.08,0.0,0.03,0.21,8.5,0.1906203596086497
XB,2003,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.21,7.6,0.1906203596086497
PS3,2010,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,7.4,0.1906203596086497
PS2,2002,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,7.4,0.1906203596086497
Wii,2008,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.21,7.1,0.1906203596086497
3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,7.7,0.1906203596086497
X360,2013,Shooter,Take-Two Interactive,0.1,0.1,0.0,0.02,0.21,6.7,0.1906203596086497
PC,2004,Shooter,LucasArts,0.07,0.13,0.0,0.02,0.21,3.5,0.1906203596086497
XB,2002,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,7.5,0.1906203596086497
DS,2011,Action,Electronic Arts,0.1,0.09,0.0,0.02,0.21,7.4,0.1906203596086497
Wii,2011,Action,THQ,0.19,0.01,0.0,0.01,0.21,7.4,0.1906203596086497
Wii,2010,Racing,Disney Interactive Studios,0.17,0.02,0.0,0.01,0.21,7.4,0.1906203596086497
XB,2005,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,7.5,0.1906203596086497
X360,2009,Adventure,Disney Interactive Studios,0.14,0.05,0.0,0.02,0.21,3.8,0.1906203596086497
XB,2004,Action,Activision,0.16,0.05,0.0,0.01,0.21,7.0,0.1906203596086497
PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,8.6,0.1906203596086497
PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,7.1,0.1906203596086497
PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,7.7,0.1906203596086497
DS,2009,Adventure,Ubisoft,0.2,0.0,0.0,0.02,0.21,8.9,0.1906203596086497
X360,2012,Action,Activision,0.2,0.0,0.0,0.02,0.21,7.4,0.1906203596086497
DS,2005,Sports,Activision,0.19,0.0,0.0,0.02,0.21,8.7,0.1906203596086497
2600,2007,Action,Activision,0.2,0.01,0.0,0.0,0.21,7.4,0.1906203596086497
2600,2007,Puzzle,Sears,0.2,0.01,0.0,0.0,0.21,7.5,0.1906203596086497
2600,1981,Sports,Atari,0.2,0.01,0.0,0.0,0.21,7.4,0.1906203596086497
PS3,2013,Role-Playing,Tecmo Koei,0.06,0.03,0.1,0.02,0.21,7.8,0.1906203596086497
3DS,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.04,0.01,0.21,7.4,0.1906203596086497
PS2,2004,Action,Capcom,0.1,0.08,0.0,0.03,0.21,7.7,0.1906203596086497
X360,2009,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,6.2,0.1906203596086497
PS2,2001,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,7.2,0.1906203596086497
PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,5.2,0.1906203596086497
X360,2009,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,6.4,0.1906203596086497
GC,2003,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.21,7.6,0.1906203596086497
PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0.0,0.04,0.21,8.8,0.1906203596086497
PS3,2009,Misc,Sony Computer Entertainment,0.0,0.18,0.0,0.03,0.21,7.1,0.1906203596086497
PS3,2010,Racing,Black Bean Games,0.05,0.12,0.0,0.04,0.21,7.5,0.1906203596086497
XB,2007,Shooter,Unknown,0.16,0.05,0.0,0.01,0.21,7.0,0.1906203596086497
PS,1996,Adventure,Pioneer LDC,0.0,0.0,0.2,0.01,0.21,7.6,0.1906203596086497
SNES,1995,Fighting,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,7.6,0.1906203596086497
DS,2009,Simulation,Ubisoft,0.2,0.0,0.0,0.01,0.21,7.5,0.1906203596086497
3DS,2016,Role-Playing,Namco Bandai Games,0.02,0.0,0.19,0.0,0.21,7.6,0.1906203596086497
DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,6.5,0.1906203596086497
PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,4.0,0.1906203596086497
X360,2010,Misc,Electronic Arts,0.17,0.03,0.0,0.02,0.21,7.1,0.1906203596086497
X360,2013,Action,Namco Bandai Games,0.12,0.08,0.0,0.02,0.21,7.4,0.1906203596086497
X360,2009,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,5.8,0.1906203596086497
XB,2005,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,8.1,0.1906203596086497
PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21,8.1,0.1906203596086497
PS2,2005,Strategy,Square Enix,0.0,0.0,0.21,0.0,0.21,7.8,0.1906203596086497
PS2,2003,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,7.8,0.1906203596086497
Wii,2008,Action,THQ,0.19,0.0,0.0,0.02,0.21,7.4,0.1906203596086497
GC,2003,Platform,THQ,0.16,0.04,0.0,0.01,0.21,7.7,0.1906203596086497
PC,2015,Action,Ubisoft,0.11,0.09,0.0,0.02,0.21,5.9,0.1906203596086497
DS,2008,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,7.4,0.1906203596086497
PS2,2002,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,8.3,0.1906203596086497
PS,2002,Platform,TDK Mediactive,0.12,0.08,0.0,0.01,0.21,7.7,0.1906203596086497
PS3,2007,Sports,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,7.4,0.1906203596086497
Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.21,7.1,0.1906203596086497
PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,8.2,0.1906203596086497
DS,2011,Adventure,Scholastic Inc.,0.2,0.0,0.0,0.02,0.21,7.6,0.1906203596086497
PSP,2007,Strategy,Sega,0.0,0.0,0.21,0.0,0.21,7.8,0.1906203596086497
DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,7.8,0.1906203596086497
XB,2003,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,8.4,0.1906203596086497
PSP,2007,Sports,505 Games,0.19,0.0,0.0,0.02,0.21,7.3,0.1906203596086497
N64,1999,Platform,Crave Entertainment,0.17,0.04,0.0,0.0,0.21,7.7,0.1906203596086497
N64,1999,Shooter,Virgin Interactive,0.17,0.04,0.0,0.0,0.21,7.4,0.1906203596086497
N64,1997,Fighting,Interplay,0.17,0.04,0.0,0.0,0.21,7.6,0.1906203596086497
N64,1999,Misc,Hasbro Interactive,0.17,0.04,0.0,0.0,0.21,7.1,0.1906203596086497
N64,1998,Fighting,THQ,0.17,0.04,0.0,0.0,0.21,7.6,0.1906203596086497
N64,2000,Racing,Midway Games,0.17,0.04,0.0,0.0,0.21,7.4,0.1906203596086497
PSV,2016,Role-Playing,Square Enix,0.04,0.06,0.08,0.03,0.21,8.6,0.1906203596086497
PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,8.4,0.1906203596086497
Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,7.0,0.1906203596086497
Wii,2007,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.21,6.4,0.1906203596086497
PS,1996,Role-Playing,Seta Corporation,0.0,0.0,0.2,0.01,0.21,7.8,0.1906203596086497
Wii,2007,Misc,Konami Digital Entertainment,0.2,0.0,0.0,0.01,0.21,7.1,0.1906203596086497
PS4,2014,Adventure,Telltale Games,0.1,0.07,0.0,0.04,0.21,8.4,0.1906203596086497
Wii,2009,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.21,7.6,0.1906203596086497
Wii,2011,Misc,Unknown,0.0,0.17,0.0,0.04,0.21,7.1,0.1906203596086497
SAT,1996,Fighting,SNK,0.0,0.0,0.21,0.0,0.21,7.6,0.1906203596086497
DS,2008,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,6.9,0.1906203596086497
X360,2008,Racing,Black Bean Games,0.06,0.14,0.0,0.01,0.21,8.0,0.1906203596086497
GC,2003,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,4.2,0.1906203596086497
DS,2010,Puzzle,Avanquest,0.13,0.06,0.0,0.02,0.21,7.5,0.1906203596086497
3DS,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,7.4,0.1906203596086497
XOne,2015,Strategy,Microsoft Game Studios,0.14,0.05,0.0,0.02,0.21,7.8,0.1906203596086497
Wii,2009,Platform,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,8.7,0.1906203596086497
PSP,2005,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,7.6,0.1906203596086497
PS,1997,Role-Playing,On Demand,0.12,0.08,0.0,0.01,0.21,7.8,0.1906203596086497
PS,1999,Role-Playing,SquareSoft,0.12,0.08,0.0,0.01,0.21,7.8,0.1906203596086497
PS3,2008,Racing,THQ,0.1,0.08,0.0,0.03,0.21,5.0,0.1906203596086497
PS3,2009,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,4.8,0.1906203596086497
PS,2000,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.01,0.21,7.8,0.1906203596086497
GBA,2004,Platform,Konami Digital Entertainment,0.0,0.0,0.2,0.01,0.21,7.7,0.1906203596086497
PSP,2010,Fighting,THQ,0.11,0.06,0.0,0.04,0.21,7.0,0.1906203596086497
PSP,2005,Misc,Activision,0.19,0.0,0.0,0.02,0.21,6.4,0.1906203596086497
X360,2007,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,7.3,0.1906203596086497
PS2,2002,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,8.9,0.1906203596086497
XB,2004,Shooter,Atari,0.17,0.04,0.0,0.01,0.21,5.3,0.1906203596086497
PS2,2001,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,8.2,0.1906203596086497
PS2,2008,Action,Activision,0.1,0.08,0.0,0.03,0.21,4.1,0.1906203596086497
X360,2007,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,2.9,0.1906203596086497
XB,2005,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,7.1,0.1906203596086497
XOne,2014,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,6.8,0.1906203596086497
DS,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,7.8,0.1906203596086497
PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,7.4,0.1906203596086497
GBA,2003,Platform,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,7.7,0.1906203596086497
PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,7.8,0.1906203596086497
XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,8.2,0.1906203596086497
GC,2001,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,8.7,0.1906203596086497
X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,6.8,0.1906203596086497
GC,2002,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,8.1,0.1906203596086497
PS,1999,Racing,Psygnosis,0.12,0.08,0.0,0.01,0.21,7.4,0.1906203596086497
PS3,2013,Action,Square Enix,0.07,0.09,0.0,0.04,0.21,7.6,0.1906203596086497
PSP,2009,Fighting,THQ,0.17,0.01,0.0,0.02,0.21,7.6,0.1906203596086497
PSV,2014,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,7.9,0.1906203596086497
PS3,2011,Platform,THQ,0.11,0.07,0.0,0.03,0.21,7.1,0.1906203596086497
PS3,2011,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,7.4,0.1906203596086497
